genre,age,zone,secteur,informel,personnes_a_charge,anciennete_activite_mois,chiffre_affaires,charges_activite,revenu_activite,flux_tresorerie_net,charges_perso,montant_demande,duree_mois,mensualite,taux_endettement,couverture_cashflow,epargne_mensuelle,regularite_epargne,participe_tontine,regularite_tontine,a_historique,nb_credits_anterieurs,nb_retards,deja_impaye,a_caution,capacite_caution,score_reputation,type_probleme,defaut
M,37,urbain,services,0,5,55,387000,158000,229000,190000,77000,282000,9,37000,0.162,5.135,30000,0.709,0,0,0,0,0,0,0,0,0.835,aucun,0
F,39,urbain,agriculture,1,4,51,13357000,8340000,5017000,4679000,103000,7611000,12,748400,0.149,6.252,780000,0.293,0,0,0,0,0,0,1,0.293,0.203,aucun,0
F,36,urbain,commerce_detail,1,3,33,1976000,1589000,387000,388000,78000,2080000,12,204500,0.528,1.897,10000,0.572,1,0.498,1,3,2,0,1,0.415,0.82,aucun,0
F,48,urbain,agriculture,0,0,47,291000,224000,67000,51000,41000,150000,12,14800,0.221,3.446,1000,0.695,1,0.815,1,2,2,0,0,0,0.76,aucun,0
M,58,urbain,vente_vivres,1,6,38,906000,824000,82000,67000,62000,714000,12,70200,0.856,0.954,9000,0.509,1,0.883,1,3,0,0,0,0,0.878,aucun,0
F,40,urbain,commerce_detail,0,4,35,371000,303000,68000,65000,71000,150000,12,14800,0.218,4.392,6000,0.426,0,0,0,0,0,0,1,0.448,0.939,aucun,0
F,38,urbain,commerce_detail,1,2,28,409000,363000,46000,44000,36000,295000,12,29000,0.63,1.517,5000,0.771,1,0.749,1,1,0,0,1,0.136,0.555,aucun,0
M,40,urbain,services,0,5,22,283000,119000,164000,137000,114000,150000,12,14800,0.09,9.256,7000,0.763,0,0,0,0,0,0,1,0.787,0.882,aucun,0
M,32,rural,quincaillerie_materiaux,0,2,9,246000,211000,35000,29000,23000,150000,12,14800,0.423,1.959,5000,0.492,0,0,1,2,1,0,1,0.416,0.658,aucun,0
F,45,urbain,commerce_detail,1,2,54,399000,329000,70000,68000,44000,150000,12,14800,0.211,4.594,6000,0.832,0,0,0,0,0,0,0,0,0.947,aucun,0
F,42,urbain,quincaillerie_materiaux,1,3,23,1455000,1342000,113000,104000,68000,1546000,12,152000,1.345,0.684,14000,0.658,1,0.514,0,0,0,0,1,0.723,0.977,aucun,0
M,34,rural,commerce_detail,0,1,25,5518000,4795000,723000,627000,30000,1982000,12,194900,0.27,3.217,25000,0.76,0,0,0,0,0,0,0,0,0.71,aucun,0
M,46,rural,vente_vivres,1,5,23,275000,240000,35000,27000,29000,153000,12,15000,0.429,1.8,0,0.668,1,0.886,0,0,0,0,0,0,0.79,aucun,0
M,38,urbain,artisanat,1,2,40,713000,477000,236000,223000,64000,463000,12,45500,0.193,4.901,15000,0.837,0,0,1,1,0,0,1,0.384,0.888,aucun,0
F,29,urbain,services,0,1,46,600000,250000,350000,293000,48000,162000,18,10600,0.03,27.639,27000,0.755,1,0.814,1,4,1,0,0,0,0.871,aucun,0
F,41,rural,services,1,1,25,564000,123000,441000,407000,38000,584000,6,114900,0.261,3.542,34000,0.375,1,0.395,1,2,0,0,1,0.638,0.794,aucun,0
F,40,urbain,quincaillerie_materiaux,0,6,35,741000,648000,93000,90000,117000,195000,12,19200,0.206,4.687,4000,0.439,0,0,0,0,0,0,0,0,0.585,aucun,0
M,47,rural,agriculture,0,4,26,253000,191000,62000,55000,58000,259000,12,25500,0.411,2.157,5000,0.481,0,0,1,2,2,0,0,0,0.858,aucun,0
F,45,urbain,commerce_detail,0,2,54,278000,221000,57000,47000,37000,150000,12,14800,0.26,3.175,5000,0.83,1,0.687,0,0,0,0,1,0.705,0.524,aucun,0
F,37,urbain,commerce_detail,0,3,42,1381000,1089000,292000,238000,83000,827000,9,108400,0.371,2.196,15000,0.815,0,0,0,0,0,0,1,0.487,0.552,aucun,0
M,34,urbain,commerce_detail,0,3,11,528000,466000,62000,60000,80000,483000,12,47500,0.766,1.263,4000,0.397,1,0.678,1,3,0,0,0,0,0.801,aucun,0
M,38,rural,quincaillerie_materiaux,0,1,45,992000,898000,94000,96000,43000,269000,12,26500,0.282,3.623,9000,0.25,0,0,0,0,0,0,0,0,0.801,aucun,0
M,41,urbain,quincaillerie_materiaux,0,5,37,37210000,31197000,6013000,6278000,102000,34916000,12,3433400,0.571,1.829,48000,0.87,0,0,1,2,1,0,1,0.836,0.657,aucun,0
F,42,urbain,services,0,4,22,1226000,301000,925000,917000,90000,797000,6,156700,0.169,5.852,7000,0.339,0,0,0,0,0,0,1,0.83,0.652,aucun,0
F,41,urbain,commerce_detail,0,4,20,186000,164000,22000,20000,20000,150000,12,14800,0.673,1.351,2000,0.608,0,0,1,2,2,0,1,0.701,0.694,aucun,0
F,37,rural,commerce_detail,0,2,51,541000,436000,105000,106000,42000,221000,12,21700,0.207,4.885,1000,0.307,1,0.523,1,1,0,0,1,0.18,0.794,aucun,0
F,47,urbain,quincaillerie_materiaux,0,5,53,1447000,1209000,238000,206000,109000,649000,18,42500,0.179,4.847,32000,0.835,0,0,1,2,3,1,1,0.656,0.37,retards,1
F,32,rural,agriculture,1,4,38,931000,706000,225000,228000,74000,865000,12,85100,0.378,2.679,24000,0.785,1,0.718,0,0,0,0,0,0,0.981,aucun,0
F,60,rural,commerce_detail,0,2,26,698000,612000,86000,76000,47000,181000,9,23700,0.276,3.207,0,0.38,1,0.841,0,0,0,0,1,0.825,0.625,aucun,0
M,45,urbain,commerce_detail,1,2,22,148000,123000,25000,23000,20000,150000,12,14800,0.592,1.554,1000,0.781,0,0,1,6,2,0,1,0.667,0.637,aucun,0
M,28,rural,commerce_detail,1,3,22,354000,303000,51000,41000,48000,185000,12,18200,0.357,2.253,1000,0.191,1,0.609,1,3,1,0,1,0.727,0.732,aucun,0
M,40,rural,vente_vivres,1,2,29,633000,539000,94000,85000,53000,304000,12,29900,0.318,2.843,15000,0.694,0,0,0,0,0,0,1,0.505,0.966,aucun,0
F,45,urbain,commerce_detail,1,2,59,178000,145000,33000,28000,24000,150000,12,14800,0.448,1.892,2000,0.392,1,0.444,1,3,0,0,1,0.228,0.777,aucun,0
F,35,urbain,vente_vivres,1,2,13,1172000,1076000,96000,83000,67000,415000,12,40800,0.425,2.034,7000,0.614,0,0,0,0,0,0,0,0,0.871,aucun,0
F,25,urbain,quincaillerie_materiaux,1,1,35,8463000,7448000,1015000,943000,41000,3315000,12,326000,0.321,2.893,144000,0.782,0,0,0,0,0,0,0,0,0.818,aucun,0
F,29,urbain,vente_vivres,1,3,29,111000,97000,14000,14000,20000,150000,12,14800,1.057,0.946,1000,0.533,1,0.541,1,2,1,0,1,0.185,0.798,aucun,0
F,43,urbain,vente_vivres,1,2,43,369000,313000,56000,56000,62000,268000,12,26400,0.471,2.121,2000,0.502,1,0.608,0,0,0,0,0,0,0.705,aucun,0
F,22,rural,commerce_detail,1,1,19,9561000,8032000,1529000,1307000,45000,9946000,12,978000,0.64,1.336,222000,0.705,1,0.49,0,0,0,0,0,0,0.821,aucun,0
M,25,rural,artisanat,1,1,31,535000,276000,259000,251000,44000,376000,12,37000,0.143,6.784,25000,0.431,1,0.678,1,2,0,0,1,0.616,0.697,aucun,0
F,43,urbain,vente_vivres,0,4,52,1996000,1700000,296000,271000,90000,1242000,24,61100,0.206,4.435,14000,0.54,1,0.694,0,0,0,0,0,0,0.559,aucun,0
M,36,urbain,commerce_detail,1,3,38,976000,835000,141000,120000,71000,323000,12,31800,0.226,3.773,4000,0.854,1,0.752,1,4,0,1,1,0.824,0.59,aucun,0
F,32,urbain,commerce_detail,1,2,27,187000,164000,23000,24000,20000,164000,9,21500,0.935,1.116,3000,0.65,1,0.497,0,0,0,0,1,0.598,0.677,aucun,0
F,34,urbain,quincaillerie_materiaux,1,1,21,168000,153000,15000,12000,20000,150000,24,7400,0.493,1.621,1000,0.618,1,0.686,0,0,0,0,0,0,0.836,aucun,0
F,25,urbain,artisanat,0,3,67,5631000,2549000,3082000,3056000,84000,5041000,12,495700,0.161,6.165,272000,0.467,0,0,1,1,2,0,0,0,0.759,aucun,0
F,42,rural,commerce_detail,0,6,16,665000,561000,104000,85000,90000,276000,12,27100,0.261,3.136,4000,0.682,0,0,1,0,2,0,1,0.461,0.743,aucun,0
F,31,rural,commerce_detail,1,6,72,1388000,1145000,243000,247000,98000,1073000,12,105500,0.434,2.341,16000,0.247,1,0.362,0,0,0,0,0,0,0.855,aucun,0
M,33,urbain,commerce_detail,1,3,38,2598000,2216000,382000,369000,64000,2249000,6,442300,1.158,0.834,6000,0.49,0,0,1,0,2,0,1,0.207,0.525,retards,1
F,41,rural,quincaillerie_materiaux,0,3,32,2721000,2495000,226000,201000,69000,1517000,6,298300,1.32,0.674,0,0.756,1,0.983,0,0,0,0,0,0,0.891,aucun,0
F,36,urbain,artisanat,1,1,59,10140000,6371000,3769000,2914000,37000,6671000,12,656000,0.174,4.442,391000,0.519,0,0,1,0,3,0,1,0.751,0.773,aucun,0
M,32,rural,vente_vivres,0,2,60,1322000,1110000,212000,170000,48000,403000,12,39600,0.187,4.293,22000,0.926,1,0.754,0,0,0,0,0,0,0.515,aucun,0
F,20,urbain,vente_vivres,0,2,36,858000,763000,95000,76000,68000,412000,12,40500,0.426,1.876,3000,0.246,1,0.536,0,0,0,0,1,0.178,0.551,aucun,0
M,41,urbain,services,0,1,43,236000,53000,183000,179000,35000,150000,12,14800,0.081,12.094,7000,0.807,1,0.427,1,5,0,0,1,0.193,0.757,aucun,0
F,39,rural,services,0,9,18,120000,28000,92000,86000,133000,150000,24,7400,0.08,11.62,13000,0.422,1,0.206,1,2,1,0,1,0.703,0.436,aucun,0
M,33,urbain,commerce_detail,1,5,31,675000,545000,130000,106000,93000,220000,12,21600,0.166,4.907,10000,0.251,1,0.51,1,1,0,0,0,0,0.905,aucun,0
F,29,urbain,commerce_detail,1,2,24,168000,139000,29000,25000,20000,160000,12,15700,0.541,1.592,3000,0.548,1,0.733,1,4,3,0,0,0,0.834,aucun,0
F,38,urbain,vente_vivres,1,1,68,7491000,6452000,1039000,876000,33000,6544000,12,643500,0.619,1.361,52000,0.79,1,0.539,1,3,0,0,1,0.877,0.948,aucun,0
M,42,rural,services,1,2,64,334000,100000,234000,221000,49000,329000,12,32400,0.138,6.821,25000,0.751,0,0,1,0,1,0,1,0.516,0.733,aucun,0
M,39,rural,services,1,3,18,719000,257000,462000,392000,68000,759000,12,74600,0.161,5.255,35000,0.466,1,0.504,1,1,0,0,0,0,0.825,aucun,0
F,53,urbain,services,0,5,18,1774000,410000,1364000,1338000,115000,1294000,18,84800,0.062,15.778,67000,0.565,0,0,1,2,1,0,1,0.693,0.893,aucun,0
M,44,urbain,artisanat,0,5,32,604000,344000,260000,249000,96000,534000,12,52500,0.202,4.743,26000,0.612,0,0,0,0,0,0,1,0.885,0.614,aucun,0
F,37,rural,commerce_detail,1,2,73,378000,307000,71000,58000,44000,252000,18,16500,0.232,3.515,1000,0.719,0,0,1,2,0,0,1,0.798,0.766,aucun,0
F,45,urbain,commerce_detail,1,3,27,103000,85000,18000,15000,20000,150000,12,14800,0.822,1.013,0,0.47,1,0.862,0,0,0,0,0,0,0.754,aucun,0
F,38,urbain,commerce_detail,1,2,101,882000,742000,140000,128000,61000,623000,12,61300,0.438,2.088,11000,0.704,0,0,1,1,1,0,1,0.826,0.461,aucun,0
M,38,rural,artisanat,1,3,16,612000,294000,318000,325000,77000,536000,24,26400,0.083,12.31,18000,0.711,1,0.625,1,5,2,0,0,0,0.626,aucun,0
F,50,urbain,quincaillerie_materiaux,1,2,23,374000,323000,51000,40000,32000,181000,9,23700,0.465,1.688,7000,0.365,1,0.769,1,3,1,0,1,0.302,0.714,aucun,0
M,30,rural,commerce_detail,0,7,18,1609000,1402000,207000,178000,122000,1342000,12,132000,0.638,1.348,7000,0.817,1,0.738,0,0,0,0,1,0.174,0.556,aucun,0
F,38,urbain,commerce_detail,1,7,36,3310000,2692000,618000,575000,139000,2455000,12,241400,0.391,2.382,15000,0.694,0,0,0,0,0,0,1,0.604,0.549,aucun,0
M,49,rural,services,0,5,27,334000,131000,203000,172000,104000,154000,12,15100,0.074,11.39,2000,0.218,0,0,0,0,0,0,1,0.342,0.753,aucun,0
M,41,urbain,services,1,5,70,485000,125000,360000,301000,108000,404000,12,39700,0.11,7.582,53000,0.495,1,0.756,0,0,0,0,0,0,0.831,aucun,0
F,35,urbain,services,0,4,26,370000,144000,226000,199000,85000,209000,18,13700,0.061,14.524,35000,0.787,1,0.47,1,2,1,0,1,0.739,0.955,aucun,0
F,23,urbain,commerce_detail,0,4,53,954000,766000,188000,152000,97000,749000,12,73700,0.392,2.062,30000,0.85,0,0,0,0,0,0,1,0.418,0.654,aucun,0
F,20,rural,artisanat,1,3,19,886000,593000,293000,273000,75000,717000,24,35300,0.12,7.733,47000,0.557,0,0,1,0,0,0,0,0,0.64,aucun,0
M,57,rural,services,0,4,30,1459000,348000,1111000,1126000,81000,1197000,12,117700,0.106,9.567,175000,0.257,1,0.809,1,2,0,1,1,0.386,0.841,aucun,0
F,41,rural,quincaillerie_materiaux,1,3,12,915000,851000,64000,65000,79000,760000,12,74700,1.167,0.87,11000,0.499,1,0.685,1,2,1,1,1,0.311,0.915,retards,1
F,33,urbain,quincaillerie_materiaux,1,2,74,541000,457000,84000,75000,49000,327000,6,64300,0.765,1.166,6000,0.173,0,0,0,0,0,0,1,0.547,0.821,impaye,1
F,41,urbain,artisanat,0,3,32,447000,274000,173000,145000,87000,349000,12,34300,0.198,4.227,20000,0.528,1,0.318,0,0,0,0,1,0.962,0.907,aucun,0
M,29,rural,artisanat,1,3,53,879000,457000,422000,365000,82000,897000,6,176400,0.418,2.069,3000,0.578,1,0.974,1,0,1,0,1,0.733,0.621,aucun,0
F,35,rural,quincaillerie_materiaux,1,3,14,508000,421000,87000,71000,69000,156000,12,15300,0.176,4.64,14000,0.437,0,0,1,4,1,0,0,0,0.924,aucun,0
F,30,urbain,vente_vivres,0,4,16,622000,499000,123000,114000,84000,570000,12,56000,0.455,2.036,3000,0.605,0,0,0,0,0,0,1,0.402,0.833,aucun,0
M,25,rural,vente_vivres,1,0,19,921000,753000,168000,133000,31000,331000,24,16300,0.097,8.159,21000,0.61,1,0.692,0,0,0,0,1,0.75,0.66,aucun,0
F,20,urbain,services,1,3,24,672000,203000,469000,397000,70000,434000,12,42700,0.091,9.297,28000,0.273,1,0.84,1,3,0,0,1,0.599,0.949,aucun,0
M,24,urbain,quincaillerie_materiaux,0,2,60,776000,686000,90000,72000,58000,302000,12,29700,0.33,2.424,10000,0.506,1,0.836,1,1,1,0,1,0.487,0.779,aucun,0
F,47,rural,commerce_detail,1,3,26,305000,255000,50000,41000,42000,279000,24,13700,0.274,2.992,7000,0.599,1,0.868,1,3,1,1,0,0,0.721,aucun,0
F,29,urbain,commerce_detail,0,4,45,1881000,1609000,272000,259000,71000,530000,12,52100,0.192,4.971,25000,0.395,0,0,1,3,1,0,0,0,0.709,aucun,0
M,43,urbain,artisanat,0,0,84,233000,110000,123000,129000,27000,197000,12,19400,0.158,6.649,21000,0.477,1,0.588,1,2,0,1,1,0.849,0.827,aucun,0
M,47,urbain,artisanat,0,2,29,867000,525000,342000,326000,66000,513000,12,50400,0.147,6.468,19000,0.761,1,0.905,1,1,2,0,1,0.513,0.956,aucun,0
M,38,rural,agriculture,0,7,15,395000,289000,106000,87000,78000,188000,12,18500,0.175,4.702,11000,0.885,0,0,0,0,0,0,0,0,0.651,aucun,0
F,35,urbain,vente_vivres,1,1,19,1499000,1241000,258000,225000,45000,1599000,12,157200,0.609,1.431,40000,0.469,0,0,0,0,0,0,0,0,0.931,aucun,0
F,39,rural,services,0,2,47,1266000,504000,762000,715000,52000,631000,12,62000,0.081,11.532,76000,0.604,1,0.546,0,0,0,0,1,0.487,0.876,aucun,0
F,34,urbain,artisanat,0,3,24,596000,302000,294000,297000,72000,256000,12,25200,0.086,11.785,28000,0.45,0,0,1,3,0,0,0,0,0.908,aucun,0
F,49,urbain,commerce_detail,0,1,14,2239000,1866000,373000,360000,37000,1381000,12,135800,0.364,2.651,26000,0.778,1,0.551,1,1,2,0,0,0,0.931,aucun,0
F,55,urbain,commerce_detail,1,2,124,509000,446000,63000,50000,35000,258000,12,25400,0.403,1.968,9000,0.221,0,0,0,0,0,0,1,0.434,0.903,aucun,0
F,51,urbain,agriculture,0,4,62,1264000,895000,369000,344000,77000,1098000,12,108000,0.293,3.185,24000,0.814,1,0.603,0,0,0,0,0,0,0.543,aucun,0
F,20,urbain,commerce_detail,1,2,21,322000,271000,51000,41000,47000,150000,12,14800,0.29,2.77,2000,0.528,0,0,0,0,0,0,1,0.468,0.202,aucun,0
F,34,urbain,quincaillerie_materiaux,0,2,97,843000,726000,117000,101000,55000,707000,12,69500,0.594,1.453,3000,0.253,1,0.777,1,0,0,1,1,0.644,0.441,aucun,0
F,38,rural,quincaillerie_materiaux,1,2,110,5986000,5280000,706000,734000,55000,3644000,12,358300,0.508,2.049,54000,0.824,0,0,0,0,0,0,1,0.192,0.855,aucun,0
F,42,urbain,services,1,1,86,607000,200000,407000,414000,55000,556000,12,54700,0.134,7.568,21000,0.317,0,0,0,0,0,0,0,0,0.226,aucun,0
M,22,rural,commerce_detail,0,5,30,572000,513000,59000,49000,90000,305000,12,30000,0.508,1.633,11000,0.723,1,0.865,0,0,0,0,0,0,0.735,aucun,0
M,22,rural,services,1,3,33,1260000,512000,748000,724000,63000,334000,12,32800,0.044,22.072,82000,0.708,1,0.628,0,0,0,0,0,0,0.509,aucun,0
F,50,urbain,commerce_detail,1,3,46,338000,268000,70000,59000,51000,304000,18,19900,0.284,2.965,13000,0.884,0,0,1,1,0,0,1,0.783,0.614,aucun,0
M,33,urbain,artisanat,1,3,22,8140000,4435000,3705000,2787000,65000,2952000,12,290300,0.078,9.6,464000,0.286,1,0.538,1,1,0,1,1,0.521,0.538,aucun,0
M,25,urbain,commerce_detail,0,4,59,1955000,1663000,292000,293000,79000,1283000,12,126200,0.432,2.322,45000,0.214,0,0,1,3,0,1,0,0,0.851,aucun,0
F,28,urbain,services,1,6,41,17735000,6674000,11061000,11025000,129000,16991000,6,3341600,0.302,3.299,223000,0.801,1,0.421,1,2,1,0,1,0.629,0.786,aucun,0
F,42,urbain,services,0,3,58,763000,186000,577000,484000,61000,791000,12,77800,0.135,6.221,72000,0.623,1,0.815,1,2,0,0,1,0.579,0.9,aucun,0
F,31,urbain,commerce_detail,1,1,27,944000,830000,114000,112000,37000,433000,24,21300,0.187,5.258,2000,0.373,1,0.783,1,0,1,0,0,0,0.673,aucun,0
F,40,urbain,commerce_detail,1,3,39,385000,329000,56000,43000,44000,371000,12,36500,0.652,1.178,1000,0.61,0,0,1,2,1,0,0,0,0.839,aucun,0
M,29,urbain,services,1,5,17,733000,159000,574000,523000,100000,667000,12,65600,0.114,7.972,8000,0.734,1,0.605,0,0,0,0,1,0.438,0.844,aucun,0
M,22,rural,commerce_detail,1,1,25,370000,291000,79000,83000,30000,383000,9,50200,0.635,1.653,9000,0.05,0,0,1,4,1,0,0,0,0.774,impaye,1
F,51,urbain,commerce_detail,0,4,28,2935000,2531000,404000,399000,104000,2767000,9,362800,0.898,1.1,47000,0.911,1,0.923,1,2,0,0,0,0,0.66,aucun,0
M,42,urbain,vente_vivres,1,4,47,348000,310000,38000,35000,32000,150000,12,14800,0.389,2.365,2000,0.88,0,0,0,0,0,0,1,0.562,0.704,aucun,0
F,35,urbain,artisanat,1,4,56,527000,275000,252000,217000,84000,555000,12,54600,0.217,3.974,41000,0.421,1,0.668,1,1,1,0,1,0.134,0.979,aucun,0
M,33,rural,quincaillerie_materiaux,1,1,19,340000,285000,55000,53000,43000,150000,12,14800,0.269,3.581,9000,0.429,0,0,1,0,0,0,1,0.25,0.762,aucun,0
M,51,urbain,vente_vivres,1,3,67,302000,250000,52000,54000,38000,164000,12,16100,0.31,3.354,8000,0.567,1,0.668,0,0,0,0,0,0,0.595,aucun,0
F,43,urbain,agriculture,0,3,44,182000,117000,65000,52000,43000,150000,18,9800,0.151,5.306,7000,0.605,0,0,0,0,0,0,1,0.209,0.745,aucun,0
F,48,rural,vente_vivres,1,2,49,1057000,926000,131000,100000,49000,700000,12,68800,0.525,1.453,14000,0.716,0,0,1,3,3,0,1,0.865,0.577,aucun,0
M,33,urbain,vente_vivres,0,3,56,337000,277000,60000,52000,36000,152000,12,14900,0.248,3.49,4000,0.332,0,0,1,3,0,0,1,0.695,0.744,aucun,0
M,38,urbain,vente_vivres,0,7,21,303000,271000,32000,29000,29000,150000,12,14800,0.462,1.959,3000,0.753,1,0.604,1,3,0,0,1,0.731,0.7,aucun,0
F,42,urbain,commerce_detail,0,3,66,263000,213000,50000,41000,35000,253000,12,24900,0.498,1.647,1000,0.592,1,0.933,1,4,1,0,1,0.319,0.662,aucun,0
F,33,rural,commerce_detail,1,2,24,774000,679000,95000,89000,55000,616000,12,60600,0.638,1.469,16000,0.825,0,0,1,3,1,0,0,0,0.881,aucun,0
F,37,rural,services,1,1,32,608000,262000,346000,291000,48000,397000,12,39000,0.113,7.461,37000,0.518,0,0,1,2,0,0,1,0.421,0.837,aucun,0
M,33,rural,commerce_detail,0,5,30,611000,489000,122000,127000,79000,555000,12,54600,0.448,2.326,8000,0.511,0,0,0,0,0,0,0,0,0.882,aucun,0
M,42,urbain,services,0,4,97,313000,134000,179000,148000,80000,322000,12,31700,0.177,4.669,6000,0.893,0,0,1,1,1,0,0,0,0.732,aucun,0
M,26,urbain,commerce_detail,0,3,21,865000,748000,117000,116000,54000,381000,18,25000,0.214,4.64,9000,0.369,0,0,1,2,0,0,1,0.523,0.815,aucun,0
M,43,urbain,vente_vivres,1,4,87,340000,308000,32000,33000,27000,178000,9,23300,0.728,1.416,1000,0.935,1,0.706,1,2,0,1,1,0.514,0.981,aucun,0
M,41,rural,commerce_detail,1,2,74,634000,521000,113000,102000,53000,662000,12,65100,0.576,1.567,16000,0.875,1,0.554,1,1,1,1,0,0,0.897,impaye,1
M,36,rural,quincaillerie_materiaux,0,1,16,530000,485000,45000,36000,20000,378000,12,37200,0.827,0.968,6000,0.619,0,0,1,3,1,0,0,0,0.79,aucun,0
F,42,rural,services,1,2,24,2610000,833000,1777000,1807000,60000,1276000,12,125500,0.071,14.398,239000,0.931,0,0,1,4,3,0,0,0,0.897,aucun,0
M,35,urbain,vente_vivres,0,2,24,3350000,2756000,594000,517000,64000,1288000,12,126700,0.213,4.08,73000,0.768,1,0.32,0,0,0,0,0,0,0.95,aucun,0
F,32,rural,commerce_detail,1,2,50,973000,875000,98000,89000,56000,1061000,12,104300,1.064,0.853,16000,0.751,0,0,1,5,1,0,1,0.532,0.862,retards,1
F,43,rural,commerce_detail,1,1,66,696000,622000,74000,57000,29000,491000,12,48300,0.653,1.18,2000,0.25,1,0.65,0,0,0,0,0,0,0.68,aucun,0
M,43,rural,services,1,2,24,796000,184000,612000,523000,71000,782000,12,76900,0.126,6.801,58000,0.891,0,0,0,0,0,0,1,0.723,0.923,aucun,0
M,33,rural,commerce_detail,1,3,15,3418000,2853000,565000,518000,91000,2702000,12,265700,0.47,1.95,63000,0.33,0,0,1,3,4,0,0,0,0.591,retards,1
M,33,urbain,services,1,2,50,1570000,701000,869000,832000,62000,985000,12,96900,0.112,8.586,154000,0.208,0,0,0,0,0,0,1,0.739,0.888,aucun,0
F,36,rural,commerce_detail,0,0,37,22014000,18620000,3394000,3514000,26000,21564000,12,2120500,0.625,1.657,222000,0.464,1,0.746,1,2,1,0,1,0.64,0.742,aucun,0
F,33,urbain,commerce_detail,1,2,16,327000,275000,52000,48000,33000,181000,12,17800,0.342,2.696,3000,0.707,1,0.734,1,2,0,0,1,0.273,0.728,aucun,0
F,52,urbain,services,0,4,46,374000,93000,281000,234000,90000,338000,12,33200,0.118,7.048,3000,0.702,0,0,1,2,2,0,1,0.814,0.629,aucun,0
F,41,rural,vente_vivres,0,4,35,129000,110000,19000,17000,20000,150000,12,14800,0.779,1.149,3000,0.385,0,0,1,2,0,0,0,0,0.604,retards,1
F,38,rural,commerce_detail,0,2,19,437000,367000,70000,54000,62000,443000,12,43600,0.623,1.239,3000,0.961,0,0,1,3,1,0,1,0.615,0.665,impaye,1
F,30,rural,agriculture,1,7,26,16883000,12058000,4825000,3833000,132000,11442000,12,1125100,0.233,3.407,97000,0.497,0,0,0,0,0,0,1,0.529,0.622,aucun,0
F,45,urbain,commerce_detail,0,1,83,1023000,853000,170000,145000,37000,539000,18,35300,0.208,4.108,27000,0.758,1,0.669,0,0,0,0,0,0,0.713,aucun,0
M,32,urbain,vente_vivres,0,3,9,1008000,883000,125000,95000,64000,874000,9,114600,0.917,0.829,21000,0.793,0,0,1,1,4,0,1,0.235,0.664,retards,1
F,32,urbain,vente_vivres,0,0,20,385000,313000,72000,56000,27000,378000,12,37200,0.517,1.505,7000,0.534,1,0.612,1,1,3,0,1,0.145,0.734,aucun,0
F,45,rural,vente_vivres,1,3,15,954000,851000,103000,77000,77000,929000,12,91400,0.887,0.842,5000,0.741,0,0,0,0,0,0,1,0.827,0.33,impaye,1
M,41,rural,services,0,2,30,1203000,242000,961000,773000,42000,790000,12,77700,0.081,9.948,85000,0.727,1,0.864,0,0,0,0,1,0.32,0.797,aucun,0
F,20,rural,commerce_detail,1,3,38,2290000,1963000,327000,326000,70000,1429000,12,140500,0.43,2.32,7000,0.359,1,0.419,0,0,0,0,0,0,0.745,aucun,0
M,37,urbain,artisanat,1,4,33,774000,495000,279000,239000,86000,292000,12,28700,0.103,8.327,7000,0.636,0,0,1,2,0,1,1,0.459,0.608,aucun,0
M,39,urbain,quincaillerie_materiaux,0,2,35,3502000,3167000,335000,342000,53000,992000,12,97500,0.291,3.508,29000,0.734,0,0,0,0,0,0,1,0.423,0.766,aucun,0
F,35,rural,agriculture,0,3,40,466000,272000,194000,197000,86000,485000,18,31800,0.164,6.195,29000,0.706,0,0,1,1,2,0,1,0.782,0.852,aucun,0
M,39,urbain,services,1,2,26,70000,29000,41000,41000,36000,150000,12,14800,0.361,2.77,1000,0.413,0,0,1,4,1,0,0,0,0.633,aucun,0
M,22,rural,artisanat,1,2,114,299000,140000,159000,129000,62000,221000,12,21700,0.136,5.944,18000,0.615,0,0,1,4,1,0,0,0,0.455,aucun,0
M,20,urbain,quincaillerie_materiaux,0,2,37,128000,106000,22000,19000,76000,150000,12,14800,0.673,1.284,1000,0.656,0,0,1,4,1,0,1,0.656,0.584,aucun,0
M,29,urbain,vente_vivres,1,4,17,5657000,5084000,573000,510000,95000,1527000,12,150200,0.262,3.395,6000,0.617,1,0.958,0,0,0,0,1,0.757,0.759,aucun,0
M,41,urbain,vente_vivres,1,5,33,211000,173000,38000,33000,36000,150000,6,29500,0.776,1.119,2000,0.839,0,0,0,0,0,0,0,0,0.503,aucun,0
M,20,rural,quincaillerie_materiaux,0,4,50,1317000,1145000,172000,133000,81000,1361000,18,89200,0.519,1.491,2000,0.489,0,0,1,2,2,0,0,0,0.905,retards,1
F,30,rural,vente_vivres,0,5,54,1157000,1056000,101000,83000,96000,744000,12,73200,0.725,1.134,3000,0.915,0,0,0,0,0,0,0,0,0.806,aucun,0
M,21,rural,services,0,2,46,799000,202000,597000,559000,62000,594000,6,116800,0.196,4.786,33000,0.214,1,0.579,0,0,0,0,1,0.478,0.773,aucun,0
M,36,rural,commerce_detail,1,4,38,1693000,1479000,214000,204000,82000,966000,12,95000,0.444,2.147,7000,0.599,1,0.665,1,0,1,0,1,0.77,0.643,aucun,0
M,56,urbain,artisanat,0,1,20,369000,216000,153000,131000,29000,150000,24,7400,0.048,17.7,11000,0.812,0,0,0,0,0,0,0,0,0.799,aucun,0
